scheme kind op rng_in_timed nsp tsp samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
tspa prim HASH_vinfo 0 60 48 2000 300 79 81 83 103 81.811 3.175
tspa prim OPRF_finalize 0 60 48 2000 300 3659 3740 4065 28762 3819.802 634.484
tspa prim OPRF_eval_full 0 60 48 2000 300 31905 32746 34359 59569 32910.472 1593.249
tspa prim MulP_point_scalar 0 60 48 2000 300 27607 28890 30412 56244 29150.489 1810.508
tspa prim InvS_scalar_invert 0 60 48 2000 300 10290 10355 11321 36588 10491.808 903.326
tspa prim FieldOp_mul_add 0 60 48 2000 300 107 113 115 132 113.017 1.523
tspa prim AES256CTR_xor_32 0 60 48 2000 300 103 106 107 122 106.148 1.803
tspa prim PolyEval_degree_t_minus_1 0 60 48 2000 300 4629 4701 5123 29528 4790.317 613.402
upspa proto reg 0 60 60 2000 300 1395651 1473272 1511730 1621426 1476635.505 20226.477
upspa proto auth 0 60 60 2000 300 1375631 1471786 1514729 2386146 1479335.419 48353.142
upspa proto secupd 0 60 60 2000 300 1457483 1561502 1611423 2742446 1570995.879 74136.219
upspa proto pwdupd 0 60 60 2000 300 2975575 3165753 3274455 4016695 3174980.212 63836.796
upspa formula auth 0 60 60 2000 300 1372090 1469407 1511342 1761470 1473390.667 23675.746
upspa prim TOPRF_client_eval 0 60 60 2000 300 1754693 1845638 1921631 2097538 1853719.123 33254.490
upspa prim AEAD_DEC_cipherid 0 60 60 2000 300 1412 1431 1445 1470 1432.062 7.052
upspa prim AEAD_DEC_ciphersp 0 60 60 2000 300 1321 1464 1497 2900 1458.005 101.558
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 60 60 2000 300 1429 1450 1465 18176 1462.115 378.609
upspa prim HASH_suid 0 60 60 2000 300 88 91 108 119 93.123 5.480
upspa prim HASH_vinfo 0 60 60 2000 300 82 85 87 111 85.466 4.260
tspa proto reg 0 60 60 2000 300 2048316 2156076 2240564 2485787 2166265.320 38647.003
tspa proto auth 0 60 60 2000 300 1557017 1664173 1714579 2354068 1668689.536 43252.370
tspa prim HASH_storuid 0 60 60 2000 300 81 84 99 117 85.541 4.506
tspa prim HASH_vinfo 0 60 60 2000 300 80 83 85 106 83.653 3.275
tspa prim OPRF_finalize 0 60 60 2000 300 3754 4052 4101 21187 4075.204 438.842
tspa prim OPRF_eval_full 0 60 60 2000 300 31192 32823 35948 57122 33492.834 2397.933
tspa prim MulP_point_scalar 0 60 60 2000 300 27544 29007 32066 50498 29802.232 2164.795
tspa prim InvS_scalar_invert 0 60 60 2000 300 10296 10359 11333 29177 10556.483 843.384
tspa prim FieldOp_mul_add 0 60 60 2000 300 108 113 124 8874 118.831 196.811
tspa prim AES256CTR_xor_32 0 60 60 2000 300 104 116 117 119 114.997 3.499
tspa prim PolyEval_degree_t_minus_1 0 60 60 2000 300 5780 5861 6394 24130 5946.547 525.599
upspa proto reg 0 80 16 2000 300 425672 455373 479679 847459 458608.469 16792.570
upspa proto auth 0 80 16 2000 300 430196 460306 486342 582259 462731.321 11712.376
upspa proto secupd 0 80 16 2000 300 449008 479929 503701 739603 482286.171 14986.348
upspa proto pwdupd 0 80 16 2000 300 1847801 1948297 2047016 2664870 1959338.184 53420.277
upspa formula auth 0 80 16 2000 300 435033 460524 473608 533503 461449.482 7953.945
upspa prim TOPRF_client_eval 0 80 16 2000 300 514744 538316 563603 648820 542479.821 11965.970
upspa prim AEAD_DEC_cipherid 0 80 16 2000 300 1412 1457 1525 2908 1456.743 63.321
upspa prim AEAD_DEC_ciphersp 0 80 16 2000 300 1318 1357 1474 3851 1372.362 80.991
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 16 2000 300 1306 1326 1339 2545 1327.016 28.066
upspa prim HASH_suid 0 80 16 2000 300 81 84 86 111 84.593 3.499
upspa prim HASH_vinfo 0 80 16 2000 300 75 78 80 105 78.626 3.782
tspa proto reg 0 80 16 2000 300 2390259 2517189 2643099 3763304 2540011.882 96343.757
tspa proto auth 0 80 16 2000 300 438729 468840 487740 522240 469419.090 10082.641
tspa prim HASH_storuid 0 80 16 2000 300 82 84 100 117 85.528 4.458
tspa prim HASH_vinfo 0 80 16 2000 300 80 84 92 107 84.459 3.957
tspa prim OPRF_finalize 0 80 16 2000 300 3662 3732 4044 9302 3780.305 186.159
tspa prim OPRF_eval_full 0 80 16 2000 300 31297 32765 34425 45226 32923.450 1125.702
tspa prim MulP_point_scalar 0 80 16 2000 300 27597 28890 30577 45328 29089.925 1070.671
tspa prim InvS_scalar_invert 0 80 16 2000 300 10290 10356 11315 19530 10446.267 413.775
tspa prim FieldOp_mul_add 0 80 16 2000 300 108 113 117 1402 114.014 28.948
tspa prim AES256CTR_xor_32 0 80 16 2000 300 105 116 117 117 115.548 0.896
tspa prim PolyEval_degree_t_minus_1 0 80 16 2000 300 1545 1574 1584 4133 1578.494 81.264
upspa proto reg 0 80 32 2000 300 770731 824986 849810 1345775 829524.159 23370.714
upspa proto auth 0 80 32 2000 300 776568 826622 868009 955757 831946.644 15979.333
upspa proto secupd 0 80 32 2000 300 816963 873559 908482 1229651 877929.721 19485.347
upspa proto pwdupd 0 80 32 2000 300 2440152 2580998 2672782 2836674 2589780.423 42978.887
upspa formula auth 0 80 32 2000 300 772467 826368 860778 1049519 829184.657 19411.857
upspa prim TOPRF_client_eval 0 80 32 2000 300 965790 1011864 1057000 1443947 1019328.267 22380.572
upspa prim AEAD_DEC_cipherid 0 80 32 2000 300 1384 1432 1479 2908 1439.608 75.585
upspa prim AEAD_DEC_ciphersp 0 80 32 2000 300 1314 1359 1477 3565 1377.201 97.409
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 32 2000 300 1306 1327 1443 4756 1338.278 100.838
upspa prim HASH_suid 0 80 32 2000 300 82 84 98 116 84.881 3.536
upspa prim HASH_vinfo 0 80 32 2000 300 74 78 80 99 77.998 2.755
tspa proto reg 0 80 32 2000 300 2514572 2642174 2749061 3245047 2653809.146 48424.441
tspa proto auth 0 80 32 2000 300 845270 903295 925392 1275887 903263.333 16116.869
tspa prim HASH_storuid 0 80 32 2000 300 80 83 97 111 83.627 4.317
tspa prim HASH_vinfo 0 80 32 2000 300 78 82 93 103 82.576 3.587
tspa prim OPRF_finalize 0 80 32 2000 300 3665 3731 4051 7062 3788.910 184.621
tspa prim OPRF_eval_full 0 80 32 2000 300 31888 32747 34876 62502 33015.672 1849.780
tspa prim MulP_point_scalar 0 80 32 2000 300 28108 28886 30314 35778 29030.890 772.006
tspa prim InvS_scalar_invert 0 80 32 2000 300 10288 10356 11321 15174 10455.591 377.975
tspa prim FieldOp_mul_add 0 80 32 2000 300 109 113 115 134 113.171 1.689
tspa prim AES256CTR_xor_32 0 80 32 2000 300 106 117 118 119 116.567 1.347
tspa prim PolyEval_degree_t_minus_1 0 80 32 2000 300 3081 3137 3401 8545 3163.269 176.909
upspa proto reg 0 80 48 2000 300 1116030 1198940 1227977 1977826 1204638.879 40465.113
upspa proto auth 0 80 48 2000 300 1141459 1198651 1225225 1273145 1201375.038 14294.334
upspa proto secupd 0 80 48 2000 300 1184332 1270499 1304499 2222468 1279957.758 64430.214
upspa proto pwdupd 0 80 48 2000 300 3032351 3209554 3328473 3983474 3221341.769 60811.988
upspa formula auth 0 80 48 2000 300 1132552 1198203 1229549 1548252 1202375.469 19895.492
upspa prim TOPRF_client_eval 0 80 48 2000 300 1416162 1492447 1556601 1688444 1502530.094 29334.800
upspa prim AEAD_DEC_cipherid 0 80 48 2000 300 1511 1531 1545 5925 1534.205 98.478
upspa prim AEAD_DEC_ciphersp 0 80 48 2000 300 1319 1470 1510 7269 1465.939 151.139
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 48 2000 300 1306 1326 1343 4520 1333.097 90.211
upspa prim HASH_suid 0 80 48 2000 300 80 83 86 126 84.095 3.397
upspa prim HASH_vinfo 0 80 48 2000 300 74 78 80 101 78.070 3.167
tspa proto reg 0 80 48 2000 300 2638303 2775833 2888345 3250003 2787235.026 49130.559
tspa proto auth 0 80 48 2000 300 1252173 1338131 1370951 1795716 1337948.486 22011.503
tspa prim HASH_storuid 0 80 48 2000 300 80 83 97 938 85.636 27.400
tspa prim HASH_vinfo 0 80 48 2000 300 77 81 83 864 82.186 17.973
tspa prim OPRF_finalize 0 80 48 2000 300 3673 3722 3771 7660 3744.750 156.175
tspa prim OPRF_eval_full 0 80 48 2000 300 31250 35291 48159 67503 36149.776 4794.743
tspa prim MulP_point_scalar 0 80 48 2000 300 28150 28888 31252 39256 29104.033 1032.352
tspa prim InvS_scalar_invert 0 80 48 2000 300 10297 10357 11300 15499 10434.014 350.028
tspa prim FieldOp_mul_add 0 80 48 2000 300 109 113 115 131 112.776 1.460
tspa prim AES256CTR_xor_32 0 80 48 2000 300 103 107 117 126 109.624 5.048
tspa prim PolyEval_degree_t_minus_1 0 80 48 2000 300 4622 4701 5080 8520 4740.904 232.860
upspa proto reg 0 80 64 2000 300 1511881 1569743 1600713 1674950 1573764.555 15574.887
upspa proto auth 0 80 64 2000 300 1487157 1568747 1599716 1755367 1572018.968 16225.289
upspa proto secupd 0 80 64 2000 300 1574240 1664560 1696147 1901966 1665535.028 18145.242
upspa proto pwdupd 0 80 64 2000 300 3639152 3830878 3947894 4948346 3842180.436 68481.092
upspa formula auth 0 80 64 2000 300 1480787 1568523 1609225 2295070 1574160.372 35246.112
upspa prim TOPRF_client_eval 0 80 64 2000 300 1868014 1964048 2041786 2154909 1972567.656 29626.966
upspa prim AEAD_DEC_cipherid 0 80 64 2000 300 1383 1429 1532 7638 1447.829 183.901
upspa prim AEAD_DEC_ciphersp 0 80 64 2000 300 1318 1351 1417 2917 1360.400 68.299
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 64 2000 300 1310 1448 1465 4006 1433.821 81.177
upspa prim HASH_suid 0 80 64 2000 300 88 92 94 114 92.503 3.507
upspa prim HASH_vinfo 0 80 64 2000 300 82 85 88 120 86.154 3.875
tspa proto reg 0 80 64 2000 300 2760654 2901883 3000407 3372176 2911833.746 42757.049
tspa proto auth 0 80 64 2000 300 1659568 1771379 1813764 1885252 1770332.732 23457.502
tspa prim HASH_storuid 0 80 64 2000 300 82 85 89 1069 86.290 22.396
tspa prim HASH_vinfo 0 80 64 2000 300 79 82 85 1197 82.938 25.067
tspa prim OPRF_finalize 0 80 64 2000 300 3656 3771 4036 8792 3789.406 177.220
tspa prim OPRF_eval_full 0 80 64 2000 300 31873 32739 34911 42476 32939.497 1067.230
tspa prim MulP_point_scalar 0 80 64 2000 300 27541 28873 31009 38381 28984.346 1143.863
tspa prim InvS_scalar_invert 0 80 64 2000 300 10282 10352 10575 16145 10407.680 319.764
tspa prim FieldOp_mul_add 0 80 64 2000 300 109 113 115 142 113.142 1.559
tspa prim AES256CTR_xor_32 0 80 64 2000 300 104 115 117 119 114.787 2.532
tspa prim PolyEval_degree_t_minus_1 0 80 64 2000 300 6179 6270 6788 12147 6318.595 279.197
upspa proto reg 0 80 80 2000 300 1844206 1945234 2009297 3219365 1968493.465 121420.630
upspa proto auth 0 80 80 2000 300 1873660 1940576 1989615 3366961 1951894.585 69796.877
upspa proto secupd 0 80 80 2000 300 1968808 2058799 2103610 2428937 2062814.711 27659.752
upspa proto pwdupd 0 80 80 2000 300 4239780 4475301 4616308 5640174 4488026.355 79254.052
upspa formula auth 0 80 80 2000 300 1816212 1937725 1990400 2954598 1947241.510 48749.675
upspa prim TOPRF_client_eval 0 80 80 2000 300 2318391 2444590 2550245 3227947 2459889.658 55328.622
upspa prim AEAD_DEC_cipherid 0 80 80 2000 300 1380 1406 1538 2715 1455.791 70.495
upspa prim AEAD_DEC_ciphersp 0 80 80 2000 300 1312 1349 1448 4785 1357.789 94.033
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 80 2000 300 1308 1329 1457 18417 1381.441 425.203
upspa prim HASH_suid 0 80 80 2000 300 89 92 95 121 92.569 3.955
upspa prim HASH_vinfo 0 80 80 2000 300 82 85 87 110 85.701 3.332
tspa proto reg 0 80 80 2000 300 2887058 3045514 3157842 3883931 3057474.150 60136.920
tspa proto auth 0 80 80 2000 300 2065675 2208296 2287444 3685318 2220567.431 96985.143
tspa prim HASH_storuid 0 80 80 2000 300 81 84 100 2104 86.584 45.536
tspa prim HASH_vinfo 0 80 80 2000 300 81 85 111 16746 97.415 374.293
tspa prim OPRF_finalize 0 80 80 2000 300 3670 3724 4068 6300 3787.628 151.900
tspa prim OPRF_eval_full 0 80 80 2000 300 31190 32785 35290 54153 33142.473 1651.709
tspa prim MulP_point_scalar 0 80 80 2000 300 27602 28893 30610 50073 29166.644 1537.119
tspa prim InvS_scalar_invert 0 80 80 2000 300 10302 10363 11332 28359 10550.383 756.548
tspa prim FieldOp_mul_add 0 80 80 2000 300 107 113 115 131 112.527 1.465
tspa prim AES256CTR_xor_32 0 80 80 2000 300 103 106 108 121 105.997 1.780
tspa prim PolyEval_degree_t_minus_1 0 80 80 2000 300 7712 7819 8515 28137 7904.132 704.467
upspa proto reg 0 100 20 2000 300 513996 549792 577497 849955 553684.048 18305.663
upspa proto auth 0 100 20 2000 300 518428 554532 577212 657699 556502.763 11143.031
upspa proto secupd 0 100 20 2000 300 542588 580472 615045 891290 584210.796 18204.926
upspa proto pwdupd 0 100 20 2000 300 2346415 2489382 2581250 2813825 2496712.050 44584.293
upspa formula auth 0 100 20 2000 300 519446 554949 577692 610500 557739.767 10373.416
upspa prim TOPRF_client_eval 0 100 20 2000 300 627039 656528 696751 930915 664600.213 19743.871
upspa prim AEAD_DEC_cipherid 0 100 20 2000 300 1412 1461 1518 4303 1463.138 85.755
upspa prim AEAD_DEC_ciphersp 0 100 20 2000 300 1321 1385 1491 5585 1414.336 133.104
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 20 2000 300 1307 1328 1453 18300 1356.755 397.356
upspa prim HASH_suid 0 100 20 2000 300 82 85 99 105 85.598 3.908
upspa prim HASH_vinfo 0 100 20 2000 300 75 77 79 99 77.811 2.438
tspa proto reg 0 100 20 2000 300 3026814 3192164 3315319 4691559 3205429.817 84940.602
tspa proto auth 0 100 20 2000 300 540441 577393 603357 841409 578509.275 17234.912
tspa prim HASH_storuid 0 100 20 2000 300 83 87 99 121 87.329 3.825
tspa prim HASH_vinfo 0 100 20 2000 300 83 86 89 111 86.835 3.847
tspa prim OPRF_finalize 0 100 20 2000 300 3674 3741 4085 8000 3872.336 218.249
tspa prim OPRF_eval_full 0 100 20 2000 300 31877 32759 34348 67738 32908.806 1694.809
tspa prim MulP_point_scalar 0 100 20 2000 300 27613 28904 40999 105719 30167.579 4333.267
tspa prim InvS_scalar_invert 0 100 20 2000 300 10287 11295 12429 59465 11087.254 1596.768
tspa prim FieldOp_mul_add 0 100 20 2000 300 109 123 127 1033 123.858 26.670
tspa prim AES256CTR_xor_32 0 100 20 2000 300 105 115 126 1075 117.075 21.846
tspa prim PolyEval_degree_t_minus_1 0 100 20 2000 300 1933 1959 2133 31484 2005.262 893.842
upspa proto reg 0 100 40 2000 300 946254 1012521 1051432 1557983 1019019.181 25439.460
upspa proto auth 0 100 40 2000 300 946793 1020473 1170702 1787437 1046647.816 107812.058
upspa proto secupd 0 100 40 2000 300 1002327 1072298 1122955 1669681 1080388.864 39329.105
upspa proto pwdupd 0 100 40 2000 300 3185616 3351195 3462914 5425436 3364526.294 110953.966
upspa formula auth 0 100 40 2000 300 946271 1015619 1056625 1936631 1027550.405 73437.785
upspa prim TOPRF_client_eval 0 100 40 2000 300 1190758 1256458 1308594 1809757 1263762.717 30549.136
upspa prim AEAD_DEC_cipherid 0 100 40 2000 300 1411 1437 1538 5269 1477.642 167.896
upspa prim AEAD_DEC_ciphersp 0 100 40 2000 300 1345 1378 1469 8426 1391.279 178.940
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 40 2000 300 1305 1327 1364 5136 1337.947 104.235
upspa prim HASH_suid 0 100 40 2000 300 81 84 99 108 85.148 4.427
upspa prim HASH_vinfo 0 100 40 2000 300 75 78 80 101 78.376 3.351
tspa proto reg 0 100 40 2000 300 3222825 3388295 3510971 4608133 3402732.691 68381.348
tspa proto auth 0 100 40 2000 300 1049304 1120884 1150227 1314426 1122940.954 18925.360
tspa prim HASH_storuid 0 100 40 2000 300 82 85 98 119 85.518 3.950
tspa prim HASH_vinfo 0 100 40 2000 300 81 84 86 107 83.994 2.449
tspa prim OPRF_finalize 0 100 40 2000 300 3668 3795 4085 5591 3859.750 174.195
tspa prim OPRF_eval_full 0 100 40 2000 300 31903 32753 34396 40483 32863.865 801.841
tspa prim MulP_point_scalar 0 100 40 2000 300 28180 28899 30297 34351 29050.633 596.794
tspa prim InvS_scalar_invert 0 100 40 2000 300 10303 10358 11333 13997 10498.181 394.825
tspa prim FieldOp_mul_add 0 100 40 2000 300 108 113 115 128 113.016 1.492
tspa prim AES256CTR_xor_32 0 100 40 2000 300 103 116 117 119 114.939 2.927
tspa prim PolyEval_degree_t_minus_1 0 100 40 2000 300 3873 3920 4287 5796 3971.148 168.718
upspa proto reg 0 100 60 2000 300 1401474 1480060 1512123 2468552 1484432.191 31396.291
upspa proto auth 0 100 60 2000 300 1417287 1479037 1513539 2481657 1485220.115 34569.147
upspa proto secupd 0 100 60 2000 300 1465224 1568786 1602174 1943271 1571780.739 22970.097
upspa proto pwdupd 0 100 60 2000 300 4005335 4208308 4327719 4844506 4219953.032 66163.945
upspa formula auth 0 100 60 2000 300 1396576 1479471 1540729 2824841 1503520.670 127106.598
upspa prim TOPRF_client_eval 0 100 60 2000 300 1754630 1847089 1939768 2623630 1862472.489 54773.740
upspa prim AEAD_DEC_cipherid 0 100 60 2000 300 1410 1431 1481 9866 1449.910 220.634
upspa prim AEAD_DEC_ciphersp 0 100 60 2000 300 1317 1350 1389 2686 1354.091 35.135
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 60 2000 300 1310 1450 1581 10367 1467.009 223.430
upspa prim HASH_suid 0 100 60 2000 300 89 92 113 313 95.354 12.479
upspa prim HASH_vinfo 0 100 60 2000 300 82 85 87 111 85.421 3.766
tspa proto reg 0 100 60 2000 300 3414955 3592156 3727202 4198788 3605244.879 65535.583
tspa proto auth 0 100 60 2000 300 1558566 1663622 1711177 2536002 1664543.617 36048.356
tspa prim HASH_storuid 0 100 60 2000 300 80 83 96 104 83.638 3.726
tspa prim HASH_vinfo 0 100 60 2000 300 78 81 94 104 82.203 4.202
tspa prim OPRF_finalize 0 100 60 2000 300 3670 3772 4053 43200 3813.945 908.001
tspa prim OPRF_eval_full 0 100 60 2000 300 31901 32727 34454 59986 32800.802 1640.371
tspa prim MulP_point_scalar 0 100 60 2000 300 27528 28883 30328 61107 29103.145 1504.741
tspa prim InvS_scalar_invert 0 100 60 2000 300 10312 11312 11359 44721 11142.084 1229.520
tspa prim FieldOp_mul_add 0 100 60 2000 300 108 113 115 144 112.927 1.734
tspa prim AES256CTR_xor_32 0 100 60 2000 300 103 106 107 120 105.970 1.466
tspa prim PolyEval_degree_t_minus_1 0 100 60 2000 300 5805 5864 6409 33139 5946.566 680.814
upspa proto reg 0 100 80 2000 300 1835740 1940773 1995860 3331157 1947808.059 47327.005
upspa proto auth 0 100 80 2000 300 1827377 1939212 1985273 3271076 1945410.526 56898.322
upspa proto secupd 0 100 80 2000 300 1921267 2056895 2107344 2456189 2059300.174 32010.579
upspa proto pwdupd 0 100 80 2000 300 4817527 5052121 5200843 5988855 5063596.532 81237.663
upspa formula auth 0 100 80 2000 300 1807021 1939326 1996278 2691216 1945547.531 40220.325
upspa prim TOPRF_client_eval 0 100 80 2000 300 2318712 2439278 2535499 3082270 2451470.569 47960.687
upspa prim AEAD_DEC_cipherid 0 100 80 2000 300 1414 1431 1456 18470 1446.604 388.075
upspa prim AEAD_DEC_ciphersp 0 100 80 2000 300 1315 1368 1472 3686 1385.135 125.444
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 80 2000 300 1302 1326 1339 1353 1326.230 6.670
upspa prim HASH_suid 0 100 80 2000 300 81 84 86 116 84.737 3.242
upspa prim HASH_vinfo 0 100 80 2000 300 75 78 87 748 80.540 19.601
tspa proto reg 0 100 80 2000 300 3612719 3796917 3922289 5881278 3809032.851 91188.552
tspa proto auth 0 100 80 2000 300 2067451 2206450 2263660 2876052 2206650.914 35821.298
tspa prim HASH_storuid 0 100 80 2000 300 80 83 85 108 83.352 3.274
tspa prim HASH_vinfo 0 100 80 2000 300 79 82 94 147 82.748 4.172
tspa prim OPRF_finalize 0 100 80 2000 300 3669 3803 4063 29412 3854.392 617.779
tspa prim OPRF_eval_full 0 100 80 2000 300 31899 32704 34323 61538 32738.332 1692.749
tspa prim MulP_point_scalar 0 100 80 2000 300 28108 28866 30275 68140 28966.529 1588.869
tspa prim InvS_scalar_invert 0 100 80 2000 300 10303 10357 11313 35185 10465.101 824.011
tspa prim FieldOp_mul_add 0 100 80 2000 300 108 113 117 257 115.156 10.506
tspa prim AES256CTR_xor_32 0 100 80 2000 300 104 115 124 278 115.480 11.313
tspa prim PolyEval_degree_t_minus_1 0 100 80 2000 300 7724 7809 8507 30680 7885.681 587.177
upspa proto reg 0 100 100 2000 300 2237948 2404948 2452635 3707930 2411020.428 58362.426
upspa proto auth 0 100 100 2000 300 2330184 2405516 2451126 2662774 2411125.337 24011.895
upspa proto secupd 0 100 100 2000 300 2442410 2553898 2604395 2923187 2559075.335 27839.695
upspa proto pwdupd 0 100 100 2000 300 5664271 5910292 6207515 9419712 5968535.401 305427.393
upspa formula auth 0 100 100 2000 300 2321208 2405982 2457422 3612373 2415483.476 53037.728
upspa prim TOPRF_client_eval 0 100 100 2000 300 2882245 3042273 3168214 4334146 3062900.468 91408.748
upspa prim AEAD_DEC_cipherid 0 100 100 2000 300 1509 1530 1545 8678 1535.795 161.580
upspa prim AEAD_DEC_ciphersp 0 100 100 2000 300 1314 1457 1500 6646 1424.818 139.012
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 100 2000 300 1309 1449 1466 4914 1444.728 97.735
upspa prim HASH_suid 0 100 100 2000 300 81 84 97 108 84.579 3.655
upspa prim HASH_vinfo 0 100 100 2000 300 75 77 80 107 78.014 3.098
tspa proto reg 0 100 100 2000 300 3817454 4006625 4126863 4643685 4017996.681 59183.848
tspa proto auth 0 100 100 2000 300 2577418 2754774 2816130 4554705 2757356.907 66644.423
tspa prim HASH_storuid 0 100 100 2000 300 83 87 101 114 87.438 4.009
tspa prim HASH_vinfo 0 100 100 2000 300 79 82 87 679 83.547 18.002
tspa prim OPRF_finalize 0 100 100 2000 300 3670 3792 4049 21286 3825.652 437.851
tspa prim OPRF_eval_full 0 100 100 2000 300 31225 32757 34378 54037 32925.164 1461.162
tspa prim MulP_point_scalar 0 100 100 2000 300 28116 28904 30294 51308 29164.120 1332.057
tspa prim InvS_scalar_invert 0 100 100 2000 300 10294 10353 11326 27899 10516.507 697.581
tspa prim FieldOp_mul_add 0 100 100 2000 300 109 113 115 135 113.035 1.865
tspa prim AES256CTR_xor_32 0 100 100 2000 300 104 115 117 120 114.945 2.404
tspa prim PolyEval_degree_t_minus_1 0 100 100 2000 300 9656 9768 10666 28732 10004.049 870.518
