scheme kind op rng_in_timed nsp tsp samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
tspa prim MulP_point_scalar 0 60 48 2000 300 17869 18320 27594 319265 20524.307 13530.223
tspa prim InvS_scalar_invert 0 60 48 2000 300 6531 6678 7327 229648 6965.087 5197.427
tspa prim FieldOp_mul_add 0 60 48 2000 300 72 75 77 97 75.387 1.033
tspa prim AES256CTR_xor_32 0 60 48 2000 300 78 81 82 108 80.757 1.766
tspa prim PolyEval_degree_t_minus_1 0 60 48 2000 300 2852 2884 2915 8319 2905.344 253.196
upspa proto reg 0 60 60 2000 300 1000403 1081045 1303389 2273354 1105216.015 104823.589
upspa proto auth 0 60 60 2000 300 1035771 1135645 1355313 3881372 1170140.215 121885.701
upspa proto secupd 0 60 60 2000 300 1085831 1187520 1257825 2276446 1191630.626 59526.369
upspa proto pwdupd 0 60 60 2000 300 1950972 2101995 2210346 4436515 2109911.495 102061.208
upspa formula auth 0 60 60 2000 300 1012955 1091832 1135021 2539366 1096321.857 70679.231
upspa prim TOPRF_client_eval 0 60 60 2000 300 984446 1062570 1112974 2473110 1065712.045 63473.650
upspa prim AEAD_DEC_cipherid 0 60 60 2000 300 1045 1092 1108 6410 1090.600 124.839
upspa prim AEAD_DEC_ciphersp 0 60 60 2000 300 978 991 1010 5991 1003.379 166.810
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 60 60 2000 300 954 966 985 6427 972.591 124.847
upspa prim HASH_suid 0 60 60 2000 300 72 74 75 95 74.034 1.462
upspa prim HASH_vinfo 0 60 60 2000 300 66 68 70 4529 70.897 99.797
tspa proto reg 0 60 60 2000 300 1305419 1402775 1633404 2261772 1421375.279 94648.097
tspa proto auth 0 60 60 2000 300 1114631 1189765 1417251 2470172 1213678.730 98576.871
tspa prim HASH_storuid 0 60 60 2000 300 70 72 73 4606 74.504 101.433
tspa prim HASH_vinfo 0 60 60 2000 300 69 72 73 1770 72.791 38.009
tspa prim OPRF_finalize 0 60 60 2000 300 2489 2523 2542 7969 2537.780 236.221
tspa prim OPRF_eval_full 0 60 60 2000 300 20297 21624 27509 291507 23558.613 10867.871
tspa prim MulP_point_scalar 0 60 60 2000 300 17885 18344 22142 280791 19581.560 6629.484
tspa prim InvS_scalar_invert 0 60 60 2000 300 6646 6674 7305 17259 6755.184 580.501
tspa prim FieldOp_mul_add 0 60 60 2000 300 72 76 77 93 75.609 1.039
tspa prim AES256CTR_xor_32 0 60 60 2000 300 78 81 83 102 80.835 1.783
tspa prim PolyEval_degree_t_minus_1 0 60 60 2000 300 3564 3600 3954 18396 3674.810 520.342
upspa proto reg 0 80 16 2000 300 309542 329354 473079 880508 345099.750 62057.388
upspa proto auth 0 80 16 2000 300 320155 343703 510736 1101830 357035.882 63491.548
upspa proto secupd 0 80 16 2000 300 323577 343613 385740 1093406 351814.057 48987.240
upspa proto pwdupd 0 80 16 2000 300 1181218 1272932 1498704 4153991 1294814.253 109677.102
upspa formula auth 0 80 16 2000 300 312729 333216 353703 982585 339531.550 41147.813
upspa prim TOPRF_client_eval 0 80 16 2000 300 290544 312119 338736 913666 317599.220 40724.138
upspa prim AEAD_DEC_cipherid 0 80 16 2000 300 991 1042 1093 202462 1558.862 5060.646
upspa prim AEAD_DEC_ciphersp 0 80 16 2000 300 943 954 961 6044 962.431 179.214
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 16 2000 300 940 948 954 5868 950.704 110.119
upspa prim HASH_suid 0 80 16 2000 300 70 72 74 96 72.251 1.723
upspa prim HASH_vinfo 0 80 16 2000 300 65 68 69 10301 73.022 228.846
tspa proto reg 0 80 16 2000 300 1537684 1652411 1838915 3254552 1681153.109 96623.878
tspa proto auth 0 80 16 2000 300 312887 336189 370957 812432 340617.869 34022.850
tspa prim HASH_storuid 0 80 16 2000 300 70 72 73 103 72.106 1.462
tspa prim HASH_vinfo 0 80 16 2000 300 69 72 74 95 72.350 1.719
tspa prim OPRF_finalize 0 80 16 2000 300 2484 2516 2536 7702 2528.256 201.554
tspa prim OPRF_eval_full 0 80 16 2000 300 20624 21501 22641 251750 22181.519 9509.614
tspa prim MulP_point_scalar 0 80 16 2000 300 17884 19264 19600 615503 19981.906 16396.337
tspa prim InvS_scalar_invert 0 80 16 2000 300 6523 6647 6685 20224 6673.279 579.150
tspa prim FieldOp_mul_add 0 80 16 2000 300 72 75 77 1649 76.144 35.204
tspa prim AES256CTR_xor_32 0 80 16 2000 300 78 81 83 8983 86.197 201.688
tspa prim PolyEval_degree_t_minus_1 0 80 16 2000 300 959 972 981 11059 983.232 250.944
upspa proto reg 0 80 32 2000 300 560197 600413 812182 2351882 622641.842 92514.306
upspa proto auth 0 80 32 2000 300 581083 624228 648002 2370403 626242.150 57062.467
upspa proto secupd 0 80 32 2000 300 594026 638441 676203 1180752 640204.975 34494.945
upspa proto pwdupd 0 80 32 2000 300 1571565 1684629 1797762 2360082 1693714.007 71883.947
upspa formula auth 0 80 32 2000 300 565616 605184 633119 2872466 609212.737 65781.953
upspa prim TOPRF_client_eval 0 80 32 2000 300 543239 581011 614226 1482273 584004.638 42704.672
upspa prim AEAD_DEC_cipherid 0 80 32 2000 300 1046 1087 1124 7288 1095.165 189.261
upspa prim AEAD_DEC_ciphersp 0 80 32 2000 300 965 989 1068 6279 1010.121 134.781
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 32 2000 300 957 966 972 5301 970.111 122.062
upspa prim HASH_suid 0 80 32 2000 300 72 81 82 7893 83.275 174.790
upspa prim HASH_vinfo 0 80 32 2000 300 67 69 76 603 70.846 13.716
tspa proto reg 0 80 32 2000 300 1615010 1723754 1814153 2506262 1729135.745 70024.816
tspa proto auth 0 80 32 2000 300 604394 645940 681446 1283770 649323.397 36142.675
tspa prim HASH_storuid 0 80 32 2000 300 70 72 73 98 72.122 1.618
tspa prim HASH_vinfo 0 80 32 2000 300 69 71 73 98 71.392 1.899
tspa prim OPRF_finalize 0 80 32 2000 300 2457 2516 2536 7968 2532.149 256.521
tspa prim OPRF_eval_full 0 80 32 2000 300 21387 21553 22370 42312 21832.763 962.028
tspa prim MulP_point_scalar 0 80 32 2000 300 18876 19266 19530 52188 19307.503 1267.659
tspa prim InvS_scalar_invert 0 80 32 2000 300 6648 6684 6931 11186 6784.631 318.537
tspa prim FieldOp_mul_add 0 80 32 2000 300 72 75 77 98 75.175 1.052
tspa prim AES256CTR_xor_32 0 80 32 2000 300 78 81 83 4379 83.221 96.122
tspa prim PolyEval_degree_t_minus_1 0 80 32 2000 300 1872 1921 1944 11885 1942.996 339.193
upspa proto reg 0 80 48 2000 300 814045 874592 961632 2204124 881986.338 71214.496
upspa proto auth 0 80 48 2000 300 840378 896807 1036335 1891050 909419.314 59780.058
upspa proto secupd 0 80 48 2000 300 860822 917194 1143791 2884529 943457.919 104638.998
upspa proto pwdupd 0 80 48 2000 300 1967383 2108884 2359717 4960683 2144381.382 146977.613
upspa formula auth 0 80 48 2000 300 818881 871435 1069515 2306536 887591.914 83014.519
upspa prim TOPRF_client_eval 0 80 48 2000 300 794748 846386 1067947 2566719 867565.751 96347.558
upspa prim AEAD_DEC_cipherid 0 80 48 2000 300 1006 1037 1058 5282 1039.606 101.717
upspa prim AEAD_DEC_ciphersp 0 80 48 2000 300 963 972 1066 5152 987.509 124.007
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 48 2000 300 958 966 973 5366 974.686 167.425
upspa prim HASH_suid 0 80 48 2000 300 72 74 75 7884 78.936 177.637
upspa prim HASH_vinfo 0 80 48 2000 300 66 68 69 110 68.374 1.837
tspa proto reg 0 80 48 2000 300 1688009 1823109 1999644 2961484 1844775.621 95314.532
tspa proto auth 0 80 48 2000 300 896165 957323 995460 1962529 958779.318 47601.701
tspa prim HASH_storuid 0 80 48 2000 300 67 69 71 98 69.645 1.448
tspa prim HASH_vinfo 0 80 48 2000 300 66 68 70 100 68.665 1.657
tspa prim OPRF_finalize 0 80 48 2000 300 2402 2435 2456 7538 2452.418 217.905
tspa prim OPRF_eval_full 0 80 48 2000 300 21397 21541 22351 60243 21809.111 1213.129
tspa prim MulP_point_scalar 0 80 48 2000 300 18880 19278 19753 59064 19339.276 1196.433
tspa prim InvS_scalar_invert 0 80 48 2000 300 6648 6685 6934 47676 6856.376 1544.082
tspa prim FieldOp_mul_add 0 80 48 2000 300 74 77 87 3130 80.362 70.276
tspa prim AES256CTR_xor_32 0 80 48 2000 300 78 81 83 173174 167.674 3870.475
tspa prim PolyEval_degree_t_minus_1 0 80 48 2000 300 2816 2883 2901 9468 2907.880 282.690
upspa proto reg 0 80 64 2000 300 1068642 1143797 1210457 2180078 1147881.353 67979.454
upspa proto auth 0 80 64 2000 300 1100900 1181584 1234000 2039431 1182051.292 48359.436
upspa proto secupd 0 80 64 2000 300 1127581 1211779 1261273 2031403 1210932.038 46803.037
upspa proto pwdupd 0 80 64 2000 300 2358745 2520283 2622236 3304852 2521361.496 78737.142
upspa formula auth 0 80 64 2000 300 1071330 1142137 1373437 3409740 1164962.853 111006.622
upspa prim TOPRF_client_eval 0 80 64 2000 300 1047487 1116034 1348029 4410015 1140921.178 132104.016
upspa prim AEAD_DEC_cipherid 0 80 64 2000 300 1026 1048 1089 6392 1061.987 127.448
upspa prim AEAD_DEC_ciphersp 0 80 64 2000 300 963 972 979 5330 979.917 142.766
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 64 2000 300 957 967 973 5837 970.395 109.840
upspa prim HASH_suid 0 80 64 2000 300 71 74 76 235 74.472 4.092
upspa prim HASH_vinfo 0 80 64 2000 300 66 68 70 97 68.493 1.887
tspa proto reg 0 80 64 2000 300 1766120 1874713 2143179 4944969 1911549.085 176049.717
tspa proto auth 0 80 64 2000 300 1191425 1267979 1514038 3264776 1300385.427 127342.289
tspa prim HASH_storuid 0 80 64 2000 300 72 75 76 119 74.913 1.924
tspa prim HASH_vinfo 0 80 64 2000 300 72 74 75 116 74.107 2.220
tspa prim OPRF_finalize 0 80 64 2000 300 2401 2568 2764 244955 2930.524 6321.306
tspa prim OPRF_eval_full 0 80 64 2000 300 20285 20782 24974 168322 22014.544 4958.825
tspa prim MulP_point_scalar 0 80 64 2000 300 18212 18624 20096 71047 18834.328 1485.379
tspa prim InvS_scalar_invert 0 80 64 2000 300 6532 6565 6684 226675 6837.933 6311.412
tspa prim FieldOp_mul_add 0 80 64 2000 300 71 74 76 109 73.969 1.353
tspa prim AES256CTR_xor_32 0 80 64 2000 300 77 80 81 96 79.735 1.541
tspa prim PolyEval_degree_t_minus_1 0 80 64 2000 300 3747 3819 3854 219739 4103.715 6587.397
upspa proto reg 0 80 80 2000 300 1316923 1403992 1656036 3115564 1438278.661 126734.917
upspa proto auth 0 80 80 2000 300 1366752 1466279 1549294 1937729 1477935.789 52230.839
upspa proto secupd 0 80 80 2000 300 1396543 1484509 1684567 5348562 1510960.765 165250.079
upspa proto pwdupd 0 80 80 2000 300 2775160 2961917 3396363 11481430 3023804.474 301889.938
upspa formula auth 0 80 80 2000 300 1325510 1430028 1540567 3997135 1443551.355 105597.583
upspa prim TOPRF_client_eval 0 80 80 2000 300 1310236 1410509 1646765 3411867 1448916.961 145886.746
upspa prim AEAD_DEC_cipherid 0 80 80 2000 300 1029 1076 1092 41753 1096.122 926.425
upspa prim AEAD_DEC_ciphersp 0 80 80 2000 300 964 974 985 141838 1051.083 3153.159
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 80 2000 300 961 968 975 5558 973.557 119.973
upspa prim HASH_suid 0 80 80 2000 300 72 74 76 227 74.612 3.776
upspa prim HASH_vinfo 0 80 80 2000 300 67 69 70 101 68.714 1.809
tspa proto reg 0 80 80 2000 300 1840844 1967462 2331244 5520492 2018606.613 192057.544
tspa proto auth 0 80 80 2000 300 1480451 1580303 1820067 4288043 1613956.198 144353.313
tspa prim HASH_storuid 0 80 80 2000 300 70 72 74 111 72.451 1.619
tspa prim HASH_vinfo 0 80 80 2000 300 68 71 72 105 70.915 2.048
tspa prim OPRF_finalize 0 80 80 2000 300 2456 2502 2536 197870 2615.537 4374.127
tspa prim OPRF_eval_full 0 80 80 2000 300 20272 20802 21855 250275 21638.655 8392.790
tspa prim MulP_point_scalar 0 80 80 2000 300 17924 18589 19016 289452 19090.949 9448.919
tspa prim InvS_scalar_invert 0 80 80 2000 300 6651 6682 6704 208467 6849.315 4618.645
tspa prim FieldOp_mul_add 0 80 80 2000 300 73 76 77 93 75.600 0.977
tspa prim AES256CTR_xor_32 0 80 80 2000 300 78 81 82 96 80.849 1.709
tspa prim PolyEval_degree_t_minus_1 0 80 80 2000 300 4673 4786 7571 17136 5286.157 1042.082
upspa proto reg 0 100 20 2000 300 374354 397406 557248 1266759 414827.415 66658.793
upspa proto auth 0 100 20 2000 300 387885 416111 462667 1847930 425927.783 68867.232
upspa proto secupd 0 100 20 2000 300 393210 415393 460800 1663384 425114.241 66637.839
upspa proto pwdupd 0 100 20 2000 300 1509070 1628531 1752264 4219922 1644742.654 89578.077
upspa formula auth 0 100 20 2000 300 379557 407921 446334 1294938 412558.635 34014.651
upspa prim TOPRF_client_eval 0 100 20 2000 300 354537 381930 404793 840754 383481.513 19696.536
upspa prim AEAD_DEC_cipherid 0 100 20 2000 300 1045 1058 1080 6740 1064.328 129.698
upspa prim AEAD_DEC_ciphersp 0 100 20 2000 300 963 974 1012 5713 994.952 169.692
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 20 2000 300 959 967 1058 4715 976.254 90.848
upspa prim HASH_suid 0 100 20 2000 300 72 74 75 101 74.382 1.539
upspa prim HASH_vinfo 0 100 20 2000 300 66 69 70 1674 69.686 35.947
tspa proto reg 0 100 20 2000 300 1947862 2075133 2155682 3028198 2079537.613 77109.096
tspa proto auth 0 100 20 2000 300 387914 415126 428305 643817 414296.185 15335.808
tspa prim HASH_storuid 0 100 20 2000 300 70 72 74 104 72.637 1.495
tspa prim HASH_vinfo 0 100 20 2000 300 69 71 73 95 71.254 1.507
tspa prim OPRF_finalize 0 100 20 2000 300 2452 2489 2541 7326 2510.329 211.137
tspa prim OPRF_eval_full 0 100 20 2000 300 21125 21600 22774 62006 21796.766 1674.332
tspa prim MulP_point_scalar 0 100 20 2000 300 18014 19061 19601 89750 19257.391 2146.748
tspa prim InvS_scalar_invert 0 100 20 2000 300 6675 6709 7359 12860 6803.348 441.049
tspa prim FieldOp_mul_add 0 100 20 2000 300 73 76 77 92 75.609 0.967
tspa prim AES256CTR_xor_32 0 100 20 2000 300 78 81 83 99 81.286 1.597
tspa prim PolyEval_degree_t_minus_1 0 100 20 2000 300 1200 1216 1226 5940 1224.511 136.472
upspa proto reg 0 100 40 2000 300 691949 744365 789290 1210141 745296.931 38945.630
upspa proto auth 0 100 40 2000 300 709788 759010 798121 1234911 760198.373 33845.765
upspa proto secupd 0 100 40 2000 300 725925 774422 822541 1901316 778008.806 44903.820
upspa proto pwdupd 0 100 40 2000 300 2032463 2182527 2381765 2883161 2197338.041 81956.949
upspa formula auth 0 100 40 2000 300 692957 744645 956120 1768934 761417.070 80435.241
upspa prim TOPRF_client_eval 0 100 40 2000 300 670169 712952 944644 2009957 738564.339 108943.847
upspa prim AEAD_DEC_cipherid 0 100 40 2000 300 1009 1021 1034 6123 1024.742 114.232
upspa prim AEAD_DEC_ciphersp 0 100 40 2000 300 963 973 980 8420 984.716 223.541
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 40 2000 300 958 967 974 5228 970.016 95.441
upspa prim HASH_suid 0 100 40 2000 300 72 74 76 6022 80.046 176.401
upspa prim HASH_vinfo 0 100 40 2000 300 66 68 69 108 68.147 1.986
tspa proto reg 0 100 40 2000 300 2070442 2195810 2459827 4908017 2238159.158 145029.411
tspa proto auth 0 100 40 2000 300 750436 801628 1161145 2194183 849235.780 140716.513
tspa prim HASH_storuid 0 100 40 2000 300 74 76 78 108 76.591 2.096
tspa prim HASH_vinfo 0 100 40 2000 300 74 77 80 145 77.581 3.637
tspa prim OPRF_finalize 0 100 40 2000 300 2639 2665 2688 21717 2700.619 567.073
tspa prim OPRF_eval_full 0 100 40 2000 300 20328 21184 23243 326149 22391.387 13521.269
tspa prim MulP_point_scalar 0 100 40 2000 300 17965 18977 21064 498850 20585.157 18019.773
tspa prim InvS_scalar_invert 0 100 40 2000 300 6648 6683 6807 221128 6915.959 5119.377
tspa prim FieldOp_mul_add 0 100 40 2000 300 78 82 84 16991 90.575 378.096
tspa prim AES256CTR_xor_32 0 100 40 2000 300 86 89 94 13353 97.024 296.962
tspa prim PolyEval_degree_t_minus_1 0 100 40 2000 300 2385 2408 2422 10422 2423.026 259.358
upspa proto reg 0 100 60 2000 300 1035202 1073698 1493065 2606841 1141238.870 161497.918
upspa proto auth 0 100 60 2000 300 1056768 1111764 1498274 2591670 1171431.550 157540.020
upspa proto secupd 0 100 60 2000 300 1064108 1170177 1256701 2072846 1183974.198 66267.125
upspa proto pwdupd 0 100 60 2000 300 2580496 2756348 3040976 4774374 2795664.850 162917.558
upspa formula auth 0 100 60 2000 300 1011338 1080963 1147336 3020647 1091221.245 95201.409
upspa prim TOPRF_client_eval 0 100 60 2000 300 984784 1046821 1140559 2482436 1057638.830 83651.923
upspa prim AEAD_DEC_cipherid 0 100 60 2000 300 1028 1055 1071 5095 1059.574 137.563
upspa prim AEAD_DEC_ciphersp 0 100 60 2000 300 963 972 979 5127 976.855 130.077
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 60 2000 300 956 966 972 5460 971.239 132.182
upspa prim HASH_suid 0 100 60 2000 300 72 74 76 91 74.435 1.583
upspa prim HASH_vinfo 0 100 60 2000 300 66 69 70 101 68.778 2.118
tspa proto reg 0 100 60 2000 300 2183423 2315644 2556202 3841099 2343646.067 120814.037
tspa proto auth 0 100 60 2000 300 1115399 1187489 1464010 2969144 1225196.227 135001.804
tspa prim HASH_storuid 0 100 60 2000 300 70 72 73 100 72.038 1.473
tspa prim HASH_vinfo 0 100 60 2000 300 69 72 74 1818 72.787 39.119
tspa prim OPRF_finalize 0 100 60 2000 300 2450 2515 2555 299259 2679.858 6639.759
tspa prim OPRF_eval_full 0 100 60 2000 300 20987 21512 22254 261350 22061.477 9134.519
tspa prim MulP_point_scalar 0 100 60 2000 300 17921 18973 19491 256134 19324.539 6135.906
tspa prim InvS_scalar_invert 0 100 60 2000 300 6649 6681 6806 28625 6755.975 754.825
tspa prim FieldOp_mul_add 0 100 60 2000 300 72 75 77 97 75.434 1.034
tspa prim AES256CTR_xor_32 0 100 60 2000 300 78 81 83 97 81.054 1.766
tspa prim PolyEval_degree_t_minus_1 0 100 60 2000 300 3569 3611 3633 7897 3626.560 211.910
upspa proto reg 0 100 80 2000 300 1319709 1404386 1687799 2717781 1440209.270 118947.633
upspa proto auth 0 100 80 2000 300 1362582 1448191 1711268 4199827 1481740.704 138137.097
upspa proto secupd 0 100 80 2000 300 1396925 1485745 1717427 4499642 1517595.616 149414.070
upspa proto pwdupd 0 100 80 2000 300 3102232 3320269 3576939 7183358 3353113.047 181994.213
upspa formula auth 0 100 80 2000 300 1327527 1430227 1511938 3434921 1443427.591 104957.940
upspa prim TOPRF_client_eval 0 100 80 2000 300 1305609 1396501 1461880 3768436 1407030.561 111560.211
upspa prim AEAD_DEC_cipherid 0 100 80 2000 300 1008 1019 1033 5598 1022.774 102.641
upspa prim AEAD_DEC_ciphersp 0 100 80 2000 300 960 970 977 10489 983.056 310.593
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 80 2000 300 957 965 972 6385 971.895 159.477
upspa prim HASH_suid 0 100 80 2000 300 72 74 75 101 74.056 1.585
upspa prim HASH_vinfo 0 100 80 2000 300 66 68 69 93 68.171 1.687
tspa proto reg 0 100 80 2000 300 2300191 2442281 2641645 5269288 2475263.911 185787.440
tspa proto auth 0 100 80 2000 300 1475668 1575600 1790534 4449023 1609580.934 141797.108
tspa prim HASH_storuid 0 100 80 2000 300 67 69 71 102 69.708 1.828
tspa prim HASH_vinfo 0 100 80 2000 300 67 69 70 8120 73.128 180.055
tspa prim OPRF_finalize 0 100 80 2000 300 2409 2445 2476 86357 2536.175 1940.974
tspa prim OPRF_eval_full 0 100 80 2000 300 20308 20775 22769 350669 21746.136 12077.827
tspa prim MulP_point_scalar 0 100 80 2000 300 18551 18963 19412 209229 19225.711 6112.731
tspa prim InvS_scalar_invert 0 100 80 2000 300 6654 6692 6924 194052 6850.811 4200.516
tspa prim FieldOp_mul_add 0 100 80 2000 300 72 75 77 92 75.434 0.959
tspa prim AES256CTR_xor_32 0 100 80 2000 300 78 81 83 99 81.228 1.697
tspa prim PolyEval_degree_t_minus_1 0 100 80 2000 300 4755 4812 4842 192953 4977.688 4763.228
upspa proto reg 0 100 100 2000 300 1640139 1741399 1963422 5739134 1780079.407 193854.474
upspa proto auth 0 100 100 2000 300 1687152 1796744 2021617 5717722 1841134.576 198738.239
upspa proto secupd 0 100 100 2000 300 1738410 1840004 2001045 3383071 1863899.593 100989.184
upspa proto pwdupd 0 100 100 2000 300 3664211 3891861 4139713 8657277 3928475.117 208599.371
upspa formula auth 0 100 100 2000 300 1646996 1759447 1893143 5052163 1779540.079 154262.377
upspa prim TOPRF_client_eval 0 100 100 2000 300 1621293 1733163 1955608 3181364 1753189.647 113499.316
upspa prim AEAD_DEC_cipherid 0 100 100 2000 300 1011 1057 1071 5220 1064.899 143.239
upspa prim AEAD_DEC_ciphersp 0 100 100 2000 300 964 972 980 5881 975.290 110.025
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 100 2000 300 957 967 974 5067 974.025 143.626
upspa prim HASH_suid 0 100 100 2000 300 72 74 75 110 73.945 1.724
upspa prim HASH_vinfo 0 100 100 2000 300 66 68 70 4948 71.144 109.156
tspa proto reg 0 100 100 2000 300 2425924 2568043 2823896 6102455 2615193.781 219974.586
tspa proto auth 0 100 100 2000 300 1853833 2013612 2447757 5384167 2078376.340 206347.521
tspa prim HASH_storuid 0 100 100 2000 300 70 72 74 114 72.513 1.619
tspa prim HASH_vinfo 0 100 100 2000 300 69 71 72 110 71.083 2.017
tspa prim OPRF_finalize 0 100 100 2000 300 2418 2520 2574 222378 2860.532 7921.851
tspa prim OPRF_eval_full 0 100 100 2000 300 21019 21503 22095 248083 22394.364 12064.420
tspa prim MulP_point_scalar 0 100 100 2000 300 18863 18995 19727 239511 19985.354 12196.418
tspa prim InvS_scalar_invert 0 100 100 2000 300 6649 6683 6933 217281 7135.190 8084.157
tspa prim FieldOp_mul_add 0 100 100 2000 300 72 75 77 93 75.444 0.969
tspa prim AES256CTR_xor_32 0 100 100 2000 300 78 81 82 99 81.031 1.687
tspa prim PolyEval_degree_t_minus_1 0 100 100 2000 300 5937 6055 6219 221010 6244.215 4883.389
