scheme kind op rng_in_timed nsp tsp samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
tspa prim OPRF_eval_full 0 60 48 2000 300 26269 26940 27647 37841 26841.074 665.890
tspa prim MulP_point_scalar 0 60 48 2000 300 22396 22996 23470 26615 23021.255 208.864
tspa prim InvS_scalar_invert 0 60 48 2000 300 10200 10264 10490 11966 10292.746 114.271
tspa prim FieldOp_mul_add 0 60 48 2000 300 108 112 115 136 112.334 1.460
tspa prim AES256CTR_xor_32 0 60 48 2000 300 102 113 114 115 113.188 0.967
tspa prim PolyEval_degree_t_minus_1 0 60 48 2000 300 4635 4685 4720 5865 4688.171 46.442
upspa proto reg 0 60 60 2000 300 1369838 1462932 1506532 1991462 1467244.073 43853.697
upspa proto auth 0 60 60 2000 300 1404499 1468535 1480815 1917712 1465408.719 16322.087
upspa proto secupd 0 60 60 2000 300 1460021 1553039 1575756 1730859 1551986.954 17474.852
upspa proto pwdupd 0 60 60 2000 300 2939590 3069508 3133363 3739692 3077562.802 39232.215
upspa formula auth 0 60 60 2000 300 1389349 1461845 1491682 1968925 1462301.169 41574.746
upspa prim TOPRF_client_eval 0 60 60 2000 300 1363305 1456543 1470241 1552739 1453078.400 14457.770
upspa prim AEAD_DEC_cipherid 0 60 60 2000 300 1442 1461 1475 2775 1463.997 44.563
upspa prim AEAD_DEC_ciphersp 0 60 60 2000 300 1343 1385 1424 2750 1387.895 44.669
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 60 60 2000 300 1304 1323 1345 2891 1333.362 93.890
upspa prim HASH_suid 0 60 60 2000 300 82 85 86 106 85.116 2.970
upspa prim HASH_vinfo 0 60 60 2000 300 75 78 80 100 78.505 3.536
tspa proto reg 0 60 60 2000 300 1876360 1992693 2051983 2486658 1995485.342 29918.654
tspa proto auth 0 60 60 2000 300 1648318 1751284 1803482 2359062 1756051.134 44581.103
tspa prim HASH_storuid 0 60 60 2000 300 79 81 83 105 81.877 3.143
tspa prim HASH_vinfo 0 60 60 2000 300 78 80 82 104 80.645 2.747
tspa prim OPRF_finalize 0 60 60 2000 300 3656 3729 3890 5451 3755.626 90.628
tspa prim OPRF_eval_full 0 60 60 2000 300 26279 26936 27063 34357 26750.000 450.376
tspa prim MulP_point_scalar 0 60 60 2000 300 22414 22993 23515 40323 23269.361 1831.643
tspa prim InvS_scalar_invert 0 60 60 2000 300 10198 10259 10987 15327 10345.241 313.197
tspa prim FieldOp_mul_add 0 60 60 2000 300 108 113 115 132 112.621 1.387
tspa prim AES256CTR_xor_32 0 60 60 2000 300 100 103 113 115 103.593 2.647
tspa prim PolyEval_degree_t_minus_1 0 60 60 2000 300 5781 5847 5893 9161 5870.208 160.527
upspa proto reg 0 80 16 2000 300 424692 454266 503019 1089084 463178.715 44098.378
upspa proto auth 0 80 16 2000 300 431591 461021 469107 684374 459194.799 8187.144
upspa proto secupd 0 80 16 2000 300 449449 480009 487895 567947 477600.158 6673.170
upspa proto pwdupd 0 80 16 2000 300 1845518 1930777 1989300 2314552 1934297.235 27948.848
upspa formula auth 0 80 16 2000 300 429983 459444 470353 663293 458187.202 10503.997
upspa prim TOPRF_client_eval 0 80 16 2000 300 407680 435439 445704 673641 434786.589 14906.373
upspa prim AEAD_DEC_cipherid 0 80 16 2000 300 1411 1456 1471 2762 1449.518 33.930
upspa prim AEAD_DEC_ciphersp 0 80 16 2000 300 1315 1361 1395 2664 1362.069 42.895
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 16 2000 300 1304 1323 1336 2316 1323.387 23.369
upspa prim HASH_suid 0 80 16 2000 300 82 84 98 129 85.412 4.244
upspa prim HASH_vinfo 0 80 16 2000 300 75 77 80 100 78.206 3.772
tspa proto reg 0 80 16 2000 300 2161576 2295403 2371692 2943895 2300723.582 41087.578
tspa proto auth 0 80 16 2000 300 464315 494343 507815 801488 494297.889 17306.790
tspa prim HASH_storuid 0 80 16 2000 300 81 84 85 115 84.049 3.309
tspa prim HASH_vinfo 0 80 16 2000 300 79 83 85 110 83.227 3.008
tspa prim OPRF_finalize 0 80 16 2000 300 3660 3727 4054 9429 3785.078 198.712
tspa prim OPRF_eval_full 0 80 16 2000 300 25180 26950 27626 57895 26815.163 1301.071
tspa prim MulP_point_scalar 0 80 16 2000 300 22880 22992 23491 25746 23026.229 183.476
tspa prim InvS_scalar_invert 0 80 16 2000 300 10195 10266 10516 14391 10312.746 194.887
tspa prim FieldOp_mul_add 0 80 16 2000 300 108 115 124 1399 117.742 29.169
tspa prim AES256CTR_xor_32 0 80 16 2000 300 111 123 124 125 123.234 0.930
tspa prim PolyEval_degree_t_minus_1 0 80 16 2000 300 1558 1723 2560 12871 1841.073 467.866
upspa proto reg 0 80 32 2000 300 768898 821472 841719 925695 820418.549 13541.807
upspa proto auth 0 80 32 2000 300 774742 827713 888406 1456906 845520.067 77321.921
upspa proto secupd 0 80 32 2000 300 817556 873141 881373 1344498 870105.806 19696.756
upspa proto pwdupd 0 80 32 2000 300 2415335 2530299 2583890 2837563 2534704.566 29464.157
upspa formula auth 0 80 32 2000 300 771323 823903 843493 1507419 824207.534 39971.577
upspa prim TOPRF_client_eval 0 80 32 2000 300 762072 806795 816226 1012921 804384.400 11786.141
upspa prim AEAD_DEC_cipherid 0 80 32 2000 300 1443 1463 1508 3401 1472.637 66.139
upspa prim AEAD_DEC_ciphersp 0 80 32 2000 300 1318 1374 1479 3444 1395.340 87.035
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 32 2000 300 1305 1323 1336 1378 1323.210 7.211
upspa prim HASH_suid 0 80 32 2000 300 82 85 86 121 85.244 3.186
upspa prim HASH_vinfo 0 80 32 2000 300 74 78 85 1990 81.391 50.694
tspa proto reg 0 80 32 2000 300 2285470 2423946 2501708 3501175 2430536.320 55529.146
tspa proto auth 0 80 32 2000 300 895487 952488 978459 1556029 951779.598 22448.274
tspa prim HASH_storuid 0 80 32 2000 300 79 82 87 531 83.466 14.200
tspa prim HASH_vinfo 0 80 32 2000 300 82 85 87 110 85.491 3.450
tspa prim OPRF_finalize 0 80 32 2000 300 3679 4042 4099 7089 3910.365 202.613
tspa prim OPRF_eval_full 0 80 32 2000 300 25199 26931 27641 30743 26752.145 548.737
tspa prim MulP_point_scalar 0 80 32 2000 300 22403 22989 23053 28672 23020.789 377.330
tspa prim InvS_scalar_invert 0 80 32 2000 300 10190 10257 10471 12210 10275.718 99.535
tspa prim FieldOp_mul_add 0 80 32 2000 300 108 113 115 131 112.905 1.651
tspa prim AES256CTR_xor_32 0 80 32 2000 300 113 114 115 116 114.314 0.579
tspa prim PolyEval_degree_t_minus_1 0 80 32 2000 300 3095 3133 3159 4613 3154.493 117.461
upspa proto reg 0 80 48 2000 300 1112911 1189126 1219301 1578884 1188708.432 22709.372
upspa proto auth 0 80 48 2000 300 1119164 1194830 1202726 1552936 1190840.372 17738.743
upspa proto secupd 0 80 48 2000 300 1185766 1259134 1297958 2129604 1263851.853 55017.980
upspa proto pwdupd 0 80 48 2000 300 2990422 3142682 3382866 6483595 3204229.191 259431.130
upspa formula auth 0 80 48 2000 300 1113580 1191675 1274493 2259047 1214325.718 98863.421
upspa prim TOPRF_client_eval 0 80 48 2000 300 1103332 1178155 1205687 1764267 1178788.179 29843.018
upspa prim AEAD_DEC_cipherid 0 80 48 2000 300 1413 1461 1499 2825 1461.940 54.858
upspa prim AEAD_DEC_ciphersp 0 80 48 2000 300 1317 1371 1460 2882 1379.975 92.038
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 48 2000 300 1305 1323 1335 1360 1323.056 7.117
upspa prim HASH_suid 0 80 48 2000 300 81 84 86 112 85.069 3.099
upspa prim HASH_vinfo 0 80 48 2000 300 74 78 79 110 78.194 3.769
tspa proto reg 0 80 48 2000 300 2407597 2557188 2642811 4266092 2574502.033 125368.526
tspa proto auth 0 80 48 2000 300 1325666 1410647 1454114 2063302 1415671.646 48038.637
tspa prim HASH_storuid 0 80 48 2000 300 79 82 84 108 82.504 3.381
tspa prim HASH_vinfo 0 80 48 2000 300 78 81 83 110 81.471 3.604
tspa prim OPRF_finalize 0 80 48 2000 300 3671 3753 3878 5490 3764.425 84.580
tspa prim OPRF_eval_full 0 80 48 2000 300 26249 26445 27047 32366 26703.300 459.602
tspa prim MulP_point_scalar 0 80 48 2000 300 22418 22991 23052 26444 22990.708 160.879
tspa prim InvS_scalar_invert 0 80 48 2000 300 10195 10264 10500 11708 10293.566 103.994
tspa prim FieldOp_mul_add 0 80 48 2000 300 108 112 114 131 112.276 1.413
tspa prim AES256CTR_xor_32 0 80 48 2000 300 102 114 115 119 113.854 0.762
tspa prim PolyEval_degree_t_minus_1 0 80 48 2000 300 4624 4665 4697 5651 4668.026 34.600
upspa proto reg 0 80 64 2000 300 1457326 1556698 1595832 1889318 1556489.900 25335.121
upspa proto auth 0 80 64 2000 300 1489333 1560944 1575896 2548003 1558540.488 33722.985
upspa proto secupd 0 80 64 2000 300 1559937 1650869 1676899 1788728 1651040.397 18754.760
upspa proto pwdupd 0 80 64 2000 300 3564206 3738048 3805871 5919639 3746355.814 79887.238
upspa formula auth 0 80 64 2000 300 1477630 1557208 1571534 2057226 1553096.260 21404.974
upspa prim TOPRF_client_eval 0 80 64 2000 300 1474098 1549279 1569191 2028306 1545773.019 23712.811
upspa prim AEAD_DEC_cipherid 0 80 64 2000 300 1413 1463 1501 2860 1467.745 63.325
upspa prim AEAD_DEC_ciphersp 0 80 64 2000 300 1344 1371 1400 1433 1373.607 14.179
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 64 2000 300 1305 1327 1358 2742 1333.470 43.157
upspa prim HASH_suid 0 80 64 2000 300 83 87 89 1209 87.676 25.314
upspa prim HASH_vinfo 0 80 64 2000 300 74 77 79 100 77.942 3.452
tspa proto reg 0 80 64 2000 300 2546507 2681745 2766168 3509198 2688774.123 62005.119
tspa proto auth 0 80 64 2000 300 1757061 1863057 1897512 2120903 1864949.573 24807.897
tspa prim HASH_storuid 0 80 64 2000 300 79 82 84 106 82.447 3.332
tspa prim HASH_vinfo 0 80 64 2000 300 78 81 83 104 81.132 2.971
tspa prim OPRF_finalize 0 80 64 2000 300 3668 3738 3865 7041 3766.052 131.571
tspa prim OPRF_eval_full 0 80 64 2000 300 25203 26941 27671 51558 26858.043 916.909
tspa prim MulP_point_scalar 0 80 64 2000 300 22405 23007 23563 35392 23096.552 631.924
tspa prim InvS_scalar_invert 0 80 64 2000 300 10197 10257 10502 12378 10315.332 230.036
tspa prim FieldOp_mul_add 0 80 64 2000 300 108 112 114 134 112.004 1.401
tspa prim AES256CTR_xor_32 0 80 64 2000 300 100 103 112 117 103.420 2.685
tspa prim PolyEval_degree_t_minus_1 0 80 64 2000 300 6150 6227 6263 12378 6240.529 188.115
upspa proto reg 0 80 80 2000 300 1801636 1923833 1969988 2917943 1926081.670 58631.548
upspa proto auth 0 80 80 2000 300 1831043 1931411 1959611 3695991 1937012.417 101482.701
upspa proto secupd 0 80 80 2000 300 1922675 2039745 2165678 2849616 2053821.147 67481.635
upspa proto pwdupd 0 80 80 2000 300 4162677 4335855 4402972 4760145 4342468.887 42001.712
upspa formula auth 0 80 80 2000 300 1808330 1921361 1956888 2557375 1919475.286 33852.878
upspa prim TOPRF_client_eval 0 80 80 2000 300 1797965 1916468 1948067 3132272 1917087.231 53996.380
upspa prim AEAD_DEC_cipherid 0 80 80 2000 300 1412 1457 1473 2791 1451.910 34.293
upspa prim AEAD_DEC_ciphersp 0 80 80 2000 300 1317 1373 1475 2838 1384.445 70.333
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 80 80 2000 300 1305 1325 1364 4204 1336.014 86.680
upspa prim HASH_suid 0 80 80 2000 300 81 84 97 106 85.043 3.743
upspa prim HASH_vinfo 0 80 80 2000 300 75 78 87 100 78.490 3.673
tspa proto reg 0 80 80 2000 300 2655878 2813021 2865682 3478449 2819152.678 57672.251
tspa proto auth 0 80 80 2000 300 2190895 2326747 2362656 3002391 2328850.945 39632.773
tspa prim HASH_storuid 0 80 80 2000 300 81 84 85 107 84.313 3.719
tspa prim HASH_vinfo 0 80 80 2000 300 79 82 84 108 82.667 3.683
tspa prim OPRF_finalize 0 80 80 2000 300 3660 3731 3898 5325 3767.000 98.541
tspa prim OPRF_eval_full 0 80 80 2000 300 26285 26950 27601 34581 26806.320 502.702
tspa prim MulP_point_scalar 0 80 80 2000 300 22393 22994 23083 26857 23023.376 254.203
tspa prim InvS_scalar_invert 0 80 80 2000 300 10205 10267 10486 13573 10296.995 123.393
tspa prim FieldOp_mul_add 0 80 80 2000 300 108 112 115 131 112.477 1.649
tspa prim AES256CTR_xor_32 0 80 80 2000 300 102 114 115 122 113.745 0.841
tspa prim PolyEval_degree_t_minus_1 0 80 80 2000 300 7735 7888 8583 11291 8177.868 386.793
upspa proto reg 0 100 20 2000 300 512582 548233 586112 1275786 557880.468 48131.467
upspa proto auth 0 100 20 2000 300 519843 568218 649894 994575 578342.597 61954.041
upspa proto secupd 0 100 20 2000 300 580093 593986 599090 1062443 593405.123 23309.324
upspa proto pwdupd 0 100 20 2000 300 2406999 2512692 2583015 3307500 2523606.851 51028.403
upspa formula auth 0 100 20 2000 300 552768 565873 568487 771306 562861.020 11195.274
upspa prim TOPRF_client_eval 0 100 20 2000 300 527796 540488 542632 709897 537424.378 9125.130
upspa prim AEAD_DEC_cipherid 0 100 20 2000 300 1444 1492 1530 2999 1490.579 57.653
upspa prim AEAD_DEC_ciphersp 0 100 20 2000 300 1372 1404 1436 2751 1407.867 49.739
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 20 2000 300 1362 1382 1397 2592 1382.619 28.155
upspa prim HASH_suid 0 100 20 2000 300 85 88 102 113 88.817 4.142
upspa prim HASH_vinfo 0 100 20 2000 300 78 81 83 110 81.649 3.521
tspa proto reg 0 100 20 2000 300 2879740 2973514 3020594 4627049 2984465.845 107964.519
tspa proto auth 0 100 20 2000 300 588692 621095 644962 956252 623124.135 23308.762
tspa prim HASH_storuid 0 100 20 2000 300 83 86 87 105 86.162 2.962
tspa prim HASH_vinfo 0 100 20 2000 300 81 84 86 104 84.913 3.328
tspa prim OPRF_finalize 0 100 20 2000 300 3744 3834 3975 5378 3848.075 95.336
tspa prim OPRF_eval_full 0 100 20 2000 300 26352 27540 27686 41216 27367.539 682.611
tspa prim MulP_point_scalar 0 100 20 2000 300 22914 23517 23610 38048 23504.933 768.224
tspa prim InvS_scalar_invert 0 100 20 2000 300 10203 10281 11251 15123 10534.544 491.529
tspa prim FieldOp_mul_add 0 100 20 2000 300 109 113 115 132 113.021 1.516
tspa prim AES256CTR_xor_32 0 100 20 2000 300 100 103 105 115 103.409 1.570
tspa prim PolyEval_degree_t_minus_1 0 100 20 2000 300 1937 1983 2004 4576 1991.461 100.639
upspa proto reg 0 100 40 2000 300 985027 1029030 1059102 1691137 1030775.250 41593.762
upspa proto auth 0 100 40 2000 300 1011399 1030703 1040205 1106631 1029287.779 10803.369
upspa proto secupd 0 100 40 2000 300 1050226 1087389 1099831 1569427 1087948.329 20200.803
upspa proto pwdupd 0 100 40 2000 300 3253116 3359780 3426646 3807711 3364465.541 35998.575
upspa formula auth 0 100 40 2000 300 1000918 1026345 1037496 1471041 1026775.241 23721.099
upspa prim TOPRF_client_eval 0 100 40 2000 300 970502 1007895 1019883 1850640 1010172.658 38759.824
upspa prim AEAD_DEC_cipherid 0 100 40 2000 300 1477 1499 1537 2889 1510.427 60.661
upspa prim AEAD_DEC_ciphersp 0 100 40 2000 300 1373 1406 1435 3478 1407.723 48.806
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 40 2000 300 1334 1366 1390 2711 1367.641 43.455
upspa prim HASH_suid 0 100 40 2000 300 84 86 101 118 87.532 4.216
upspa prim HASH_vinfo 0 100 40 2000 300 77 80 82 102 80.036 3.174
tspa proto reg 0 100 40 2000 300 3080447 3168922 3219169 4083665 3175787.622 47624.165
tspa proto auth 0 100 40 2000 300 1137467 1211539 1320523 2065503 1229218.830 70784.931
tspa prim HASH_storuid 0 100 40 2000 300 80 83 85 108 84.011 3.607
tspa prim HASH_vinfo 0 100 40 2000 300 79 82 85 106 82.983 3.077
tspa prim OPRF_finalize 0 100 40 2000 300 3755 3882 4053 8059 3903.597 200.008
tspa prim OPRF_eval_full 0 100 40 2000 300 26872 27525 28498 71293 27520.270 1511.464
tspa prim MulP_point_scalar 0 100 40 2000 300 22904 23523 23601 33657 23492.957 371.412
tspa prim InvS_scalar_invert 0 100 40 2000 300 10206 10275 11238 18807 10496.779 562.509
tspa prim FieldOp_mul_add 0 100 40 2000 300 108 113 115 133 112.791 1.570
tspa prim AES256CTR_xor_32 0 100 40 2000 300 104 114 115 130 113.683 0.871
tspa prim PolyEval_degree_t_minus_1 0 100 40 2000 300 3859 3921 4010 12744 3967.691 311.434
upspa proto reg 0 100 60 2000 300 1386127 1501085 1720646 2854049 1537495.387 156846.802
upspa proto auth 0 100 60 2000 300 1432224 1497939 1525382 2549421 1501604.610 44391.264
upspa proto secupd 0 100 60 2000 300 1557155 1590746 1628843 2294936 1593577.002 33592.139
upspa proto pwdupd 0 100 60 2000 300 4039712 4210620 4642796 6104660 4258994.606 154155.008
upspa formula auth 0 100 60 2000 300 1418594 1492879 1539862 2138715 1497175.918 35356.639
upspa prim TOPRF_client_eval 0 100 60 2000 300 1399917 1483637 1520890 2654603 1488547.188 70149.225
upspa prim AEAD_DEC_cipherid 0 100 60 2000 300 1453 1508 1814 5303 1548.093 174.045
upspa prim AEAD_DEC_ciphersp 0 100 60 2000 300 1371 1423 1498 11355 1449.746 268.718
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 60 2000 300 1333 1354 1452 3647 1376.511 106.091
upspa prim HASH_suid 0 100 60 2000 300 84 86 100 118 87.167 4.106
upspa prim HASH_vinfo 0 100 60 2000 300 77 84 87 706 83.598 17.549
tspa proto reg 0 100 60 2000 300 3176559 3418869 3837580 5883022 3491919.546 281127.754
tspa proto auth 0 100 60 2000 300 1649181 1762103 1874676 2838785 1775747.425 86507.696
tspa prim HASH_storuid 0 100 60 2000 300 79 82 84 105 82.300 3.445
tspa prim HASH_vinfo 0 100 60 2000 300 80 83 85 107 83.376 3.904
tspa prim OPRF_finalize 0 100 60 2000 300 3669 3731 3985 5405 3777.540 126.509
tspa prim OPRF_eval_full 0 100 60 2000 300 26285 26968 27059 35017 26860.166 440.361
tspa prim MulP_point_scalar 0 100 60 2000 300 22883 22991 23500 24764 23032.125 194.072
tspa prim InvS_scalar_invert 0 100 60 2000 300 10198 10259 10476 15261 10281.792 142.950
tspa prim FieldOp_mul_add 0 100 60 2000 300 108 113 115 137 112.841 1.625
tspa prim AES256CTR_xor_32 0 100 60 2000 300 103 114 115 117 113.826 0.917
tspa prim PolyEval_degree_t_minus_1 0 100 60 2000 300 5780 5860 5904 12475 5863.877 198.726
upspa proto reg 0 100 80 2000 300 1804129 1926241 1972795 2620705 1927426.190 44598.689
upspa proto auth 0 100 80 2000 300 1823769 1935312 1981892 2135370 1932824.690 25520.150
upspa proto secupd 0 100 80 2000 300 1924403 2046345 2105823 3026876 2050434.049 51370.530
upspa proto pwdupd 0 100 80 2000 300 4751558 4935771 5064248 6125829 4948776.281 71610.592
upspa formula auth 0 100 80 2000 300 1806545 1926633 1955750 2058909 1922255.070 19768.227
upspa prim TOPRF_client_eval 0 100 80 2000 300 1798061 1921583 2013770 3395102 1944180.072 125868.470
upspa prim AEAD_DEC_cipherid 0 100 80 2000 300 1413 1464 1503 2804 1477.234 104.283
upspa prim AEAD_DEC_ciphersp 0 100 80 2000 300 1344 1375 1404 2741 1376.938 34.168
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 80 2000 300 1305 1329 1441 46007 1368.868 1001.792
upspa prim HASH_suid 0 100 80 2000 300 82 85 97 127 85.861 3.320
upspa prim HASH_vinfo 0 100 80 2000 300 76 78 79 94 77.750 1.711
tspa proto reg 0 100 80 2000 300 3352575 3519699 3627589 4414566 3528236.675 68561.054
tspa proto auth 0 100 80 2000 300 2187777 2358217 2627390 4156474 2418147.931 197568.993
tspa prim HASH_storuid 0 100 80 2000 300 83 86 88 110 86.476 3.806
tspa prim HASH_vinfo 0 100 80 2000 300 81 85 87 4243 87.918 94.122
tspa prim OPRF_finalize 0 100 80 2000 300 3676 3757 4032 6346 3775.746 130.563
tspa prim OPRF_eval_full 0 100 80 2000 300 25191 27006 28900 48439 27309.220 2015.446
tspa prim MulP_point_scalar 0 100 80 2000 300 22412 23045 33365 90240 24203.105 3681.644
tspa prim InvS_scalar_invert 0 100 80 2000 300 10226 11240 13933 79224 12063.210 2004.069
tspa prim FieldOp_mul_add 0 100 80 2000 300 117 123 155 1330 126.784 28.664
tspa prim AES256CTR_xor_32 0 100 80 2000 300 113 124 124 126 123.539 0.777
tspa prim PolyEval_degree_t_minus_1 0 100 80 2000 300 7785 8530 8656 22388 8539.207 692.223
upspa proto reg 0 100 100 2000 300 2234175 2387609 2513724 4393020 2415715.690 147722.958
upspa proto auth 0 100 100 2000 300 2256831 2394006 2430667 2696460 2390157.828 25161.850
upspa proto secupd 0 100 100 2000 300 2384717 2547056 2707531 4675424 2571136.107 142998.307
upspa proto pwdupd 0 100 100 2000 300 5526533 5796905 6207813 9364065 5880107.129 273930.277
upspa formula auth 0 100 100 2000 300 2232577 2393083 2554090 4328360 2425525.172 130039.578
upspa prim TOPRF_client_eval 0 100 100 2000 300 2232159 2379521 2440875 3009151 2380214.863 34473.344
upspa prim AEAD_DEC_cipherid 0 100 100 2000 300 1412 1464 1500 2806 1470.453 45.350
upspa prim AEAD_DEC_ciphersp 0 100 100 2000 300 1344 1371 1400 2356 1374.035 26.097
upspa prim AEAD_ENC_ciphersp_fixed_nonce 0 100 100 2000 300 1304 1332 1371 6819 1347.475 162.821
upspa prim HASH_suid 0 100 100 2000 300 82 85 98 117 85.720 3.729
upspa prim HASH_vinfo 0 100 100 2000 300 75 78 80 102 78.373 2.895
tspa proto reg 0 100 100 2000 300 3544272 3724342 3831212 5952163 3744931.258 167959.406
tspa proto auth 0 100 100 2000 300 2726290 2900820 2971850 4681820 2904526.965 63101.523
tspa prim HASH_storuid 0 100 100 2000 300 75 78 80 108 78.468 3.786
tspa prim HASH_vinfo 0 100 100 2000 300 75 78 80 111 78.296 3.466
tspa prim OPRF_finalize 0 100 100 2000 300 3661 3722 4051 9232 3768.153 203.496
tspa prim OPRF_eval_full 0 100 100 2000 300 26287 26972 27608 35364 26918.839 513.203
tspa prim MulP_point_scalar 0 100 100 2000 300 22427 22997 23555 33229 23099.724 582.076
tspa prim InvS_scalar_invert 0 100 100 2000 300 10212 10278 10708 12805 10344.406 242.561
tspa prim FieldOp_mul_add 0 100 100 2000 300 107 112 114 136 112.074 1.670
tspa prim AES256CTR_xor_32 0 100 100 2000 300 102 113 114 115 112.986 0.825
tspa prim PolyEval_degree_t_minus_1 0 100 100 2000 300 9685 9773 9828 12541 9794.058 200.340
